sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
HTTP Request,21,490,154,1104,278.57895797720323,0.0,2.029573789504204,64.16431846187301,32373.428571428572
TOTAL,21,490,154,1104,278.57895797720323,0.0,2.029573789504204,64.16431846187301,32373.428571428572
