sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/figis/servlet/IRS,52,39,8,930,125.12947584343215,0.0,0.7613469985358712,19.172710010980968,25787.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=8643D27BE62AE1CC22E46DC68D72792D,1,9,9,9,0.0,0.0,111.1111111111111,170.8984375,1575.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=FA86019425C8E34D58EEAA672B8A7DB2,1,9,9,9,0.0,0.0,111.1111111111111,170.8984375,1575.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=4BAC8CFAFD2DDD9CBF684C331AC8DFEA,1,9,9,9,0.0,0.0,111.1111111111111,170.8984375,1575.0
/fishery/species/3393/en,2,194,159,230,35.5,0.0,0.12482836100362002,3.5683357258769197,29272.0
/fishery/species/2153/en,1,503,503,503,0.0,0.0,1.9880715705765406,59.11794855864811,30450.0
/fi/website/FIRetrieveAction.do,2,567,304,831,263.5,0.0,0.031814205042551495,0.8650263709933985,27842.5
/fishery/rfb/ccamlr/en,1,1917,1917,1917,0.0,0.0,0.5216484089723527,11.669845461658841,22908.0
/fishery/equipment/backdownmanoeuvre/en,1,265,265,265,0.0,0.0,3.7735849056603774,76.92732900943396,20875.0
/figis/qrcode/fishery/search/en,1,55,55,55,0.0,0.0,18.18181818181818,19.03409090909091,1072.0
/fishery/geartype/203/en,1,741,741,741,0.0,0.0,1.3495276653171389,29.924194500674766,22706.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=E0A7228878015265C433175FB0044CEC,1,9,9,9,0.0,0.0,111.1111111111111,170.8984375,1575.0
/figis/qrcode/fishery/introsp/351/en,1,125,125,125,0.0,0.0,8.0,8.2578125,1057.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=6A847FCDB17B42958AEC82C4731F0A05,1,9,9,9,0.0,0.0,111.1111111111111,170.8984375,1575.0
/figis/geoserver/wfs,17,174,58,527,105.78897843574022,0.0,0.3380057659807138,0.3967800912118501,1202.0588235294117
/figis/website/assets/images/templates/firms/corner_true.gif,3,7,5,8,1.4142135623730951,1.0,0.04845352499394331,0.02621411410805136,554.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=264D181E4A55DD9BF4292350C63B5835,1,11,11,11,0.0,0.0,90.9090909090909,139.8259943181818,1575.0
/fishery/culturedspecies/Lates_calcarifer/en,1,302,302,302,0.0,0.0,3.3112582781456954,257.87717301324506,79748.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=54C6847265C56B488520B9047983F986,1,13,13,13,0.0,0.0,76.92307692307693,118.31430288461539,1575.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=6F07179758C213CC56F5AE7019A9A508,1,12,12,12,0.0,0.0,83.33333333333333,128.173828125,1575.0
/fi/website/css/FI_culturespecies.css,2,6,5,7,1.0,1.0,0.7630675314765357,0.3942018790537963,529.0
/fishery/website/html/widget-fishstat-aquaculture-quantity-per-species.html,63,66,41,989,118.60156647222203,1.0,1.212144533805364,4.754668500115443,4016.6666666666665
/firms/fishery/360/en,1,959,959,959,0.0,0.0,1.0427528675703859,29.366120307612096,28838.0
/fishery/website/html/widget-fishstat-capture-quantity-per-species.html,63,52,40,252,28.732570275006957,1.0,1.2403283917075187,4.830440002805505,3987.9523809523807
/fi/website/css/FIRMS_fishery.css,4,7,4,10,2.7726341266023544,1.0,0.22644927536231885,0.11654176573822463,527.0
/firms/fishery/486/en,1,1071,1071,1071,0.0,0.0,0.9337068160597572,28.9750014589169,31777.0
/figis/qrcode/fishery/legalframework/nalo_cuba/fr,1,126,126,126,0.0,0.0,7.936507936507936,9.680369543650794,1249.0
/figis/qrcode/fishery/cwp/handbook/M/en,1,95,95,95,0.0,0.0,10.526315789473683,10.834703947368421,1054.0
/figis/qrcode/firms/en,1,57,57,57,0.0,0.0,17.543859649122805,15.093887061403509,881.0
/figis/qrcode/fishery/countryprofiles/search/en,1,51,51,51,0.0,0.0,19.607843137254903,20.201439950980394,1055.0
/figis/qrcode/firms/resource/10050/en,1,54,54,54,0.0,0.0,18.51851851851852,19.02488425925926,1052.0
/figis/geoserver/wms,194,108,6,301,86.43795851185584,0.0,3.8410517354030134,4.757153092640625,1268.2268041237114
/figis/qrcode/fishery/fishtech/1005/en,1,58,58,58,0.0,0.0,17.241379310344826,17.982219827586206,1068.0
/figis/qrcode/fishery/psm/USA_1/en,1,59,59,59,0.0,0.0,16.949152542372882,17.429157838983052,1053.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=BBA139A1A017DD35BAD9082052D4630C,1,19,19,19,0.0,0.0,52.63157894736842,80.95189144736842,1575.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=00CF749C3E46FA066A3BE7B57D826B3C,1,18,18,18,0.0,0.0,55.55555555555555,85.44921875,1575.0
/figis/qrcode/fishery/area/Area31/en,1,123,123,123,0.0,0.0,8.130081300813009,8.37620680894309,1055.0
/figis/qrcode/fishery/species/2497/en,1,55,55,55,0.0,0.0,18.18181818181818,18.714488636363637,1054.0
/figis/qrcode/fishery/geartype/203/en,1,59,59,59,0.0,0.0,16.949152542372882,17.329846398305087,1047.0
/fi/figis/equipment/format/style.css,1,27,27,27,0.0,1.0,37.03703703703704,53.855613425925924,1489.0
/figis/website/html/widget-fishstat-aquaculture-quantity-per-species.html,1,6,6,6,0.0,0.0,166.66666666666666,466.30859375,2865.0
/developers/widgets/0.2.6/scripts/library.js,1,19,19,19,0.0,0.0,52.63157894736842,890.2138157894738,17320.0
/developers/widgets/0.2.6/scripts/jQuery.js,1,28,28,28,0.0,0.0,35.714285714285715,2773.7862723214284,79530.0
/fishery/psm/MCO_1/fr,1,393,393,393,0.0,0.0,2.544529262086514,52.769163486005084,21236.0
/figis/qrcode/fishery/culturedspecies/Lates_calcarifer/en,1,54,54,54,0.0,0.0,18.51851851851852,22.67795138888889,1254.0
/fishery/rfb/neafc/en,1,792,792,792,0.0,0.0,1.2626262626262628,26.963975694444443,21868.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=773BC86E097AA8E5B9AC8576BA29914E,1,10,10,10,0.0,0.0,100.0,153.80859375,1575.0
/fishery/statistics/global-aquaculture-production/en,1,195,195,195,0.0,0.0,5.128205128205129,129.4921875,25857.0
/firms/resource/10169/en,1,669,669,669,0.0,0.0,1.4947683109118086,39.0683389387145,26764.0
/developers/widgets/0.2.6/scripts/css/jquery-ui.css,1,12,12,12,0.0,0.0,83.33333333333333,523.5188802083334,6433.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=42D9C05A05811887647BB1C19DEE424C,1,8,8,8,0.0,0.0,125.0,192.2607421875,1575.0
/fi/website/css/FI_collection.css,2,4,4,4,0.0,1.0,1.352265043948614,0.6932999492900608,525.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=635544CBFA458DE254D13EF55F8B0C73,1,8,8,8,0.0,0.0,125.0,192.0166015625,1573.0
/developers/widgets/0.2.6/scripts/jQuery-ui.js,1,30,30,30,0.0,0.0,33.333333333333336,2962.79296875,91017.0
/developers/widgets/0.2.6/scripts/css/default/widgets.css,1,11,11,11,0.0,0.0,90.9090909090909,349.5205965909091,3937.0
/figis/qrcode/fishery/equipment/backdownmanoeuvre/en,1,56,56,56,0.0,0.0,17.857142857142858,21.780831473214285,1249.0
/developers/widgets/0.2.6/scripts/widgets.js,1,7,7,7,0.0,0.0,142.85714285714286,542.1316964285714,3886.0
/developers/widgets/0.2.6/scripts/localization.js,1,9,9,9,0.0,0.0,111.1111111111111,436.4149305555556,4022.0
/developers/widgets/0.2.6/scripts/data.js,1,10,10,10,0.0,0.0,100.0,745.01953125,7629.0
/figis/qrcode/fishery/psm/NZL_1/en,1,74,74,74,0.0,0.0,13.513513513513514,13.856630067567568,1050.0
/developers/widgets/0.2.6/scripts/highcharts.js,1,43,43,43,0.0,0.0,23.25581395348837,2898.392078488372,127622.0
/developers/widgets/0.2.6/scripts/raphael.js,1,34,34,34,0.0,0.0,29.41176470588235,900.9650735294117,31368.0
/developers/widgets/0.2.6/scripts/charts.js,1,12,12,12,0.0,0.0,83.33333333333333,708.4147135416666,8705.0
/developers/widgets/0.2.6/scripts/css/ui.jqgrid.css,1,7,7,7,0.0,0.0,142.85714285714286,362.16517857142856,2596.0
/developers/widgets/0.2.6/scripts/jqGrid.js,1,33,33,33,0.0,0.0,30.303030303030305,3194.9869791666665,107965.0
/developers/widgets/0.2.6/scripts/datagrid.js,1,8,8,8,0.0,0.0,125.0,621.337890625,5090.0
/developers/api/v1/en/resources/fishstat/aq-spec/members.jsonp,1,20,20,20,0.0,0.0,50.0,37.548828125,769.0
/figis/qrcode/fishery/psm/AUS_4/en,1,64,64,64,0.0,0.0,15.625,16.0980224609375,1055.0
/developers/api/statistics/named-query,1,81,81,81,0.0,0.0,12.345679012345679,133.4273726851852,11067.0
/developers/widgets/0.2.6/scripts/css/images/ui-bg_highlight-soft_75_cccccc_1x100.png,1,4,4,4,0.0,0.0,250.0,114.2578125,468.0
/developers/widgets/0.2.6/scripts/css/images/ui-bg_flat_75_ffffff_40x100.png,1,5,5,5,0.0,0.0,200.0,106.4453125,545.0
/developers/widgets/0.2.6/scripts/css/images/ui-bg_glass_75_e6e6e6_1x400.png,1,5,5,5,0.0,0.0,200.0,93.1640625,477.0
/developers/widgets/0.2.6/scripts/css/images/ui-bg_glass_65_ffffff_1x400.png,1,5,5,5,0.0,0.0,200.0,92.1875,472.0
/developers/widgets/0.2.6/scripts/css/images/ui-icons_222222_256x240.png,1,7,7,7,0.0,0.0,142.85714285714286,645.3683035714286,4626.0
/fishery/facp/TLS/en,1,1927,1927,1927,0.0,0.0,0.5189413596263622,61.255858361442655,120873.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=E62E446C8364AF00E074121D48033EAE,1,8,8,8,0.0,0.0,125.0,192.2607421875,1575.0
/figis/qrcode/firms/resource/5/en,1,65,65,65,0.0,0.0,15.384615384615385,15.850360576923077,1055.0
/figis/qrcode/fishery/statistics/global-aquaculture-production/en,1,54,54,54,0.0,0.0,18.51851851851852,22.24392361111111,1230.0
/figis/qrcode/fishery/psm/AUS_1/en,1,53,53,53,0.0,0.0,18.867924528301884,19.218012971698112,1043.0
/firms/resource/13376/en,1,349,349,349,0.0,0.0,2.865329512893983,74.00049247851004,26446.0
/firms/resource/13430/en,1,862,862,862,0.0,0.0,1.160092807424594,53.46169881090487,47190.0
/figis/qrcode/fishery/species/2153/en,1,106,106,106,0.0,0.0,9.433962264150942,9.719560731132075,1055.0
/figis/qrcode/fishery/rfb/ccamlr/en,1,59,59,59,0.0,0.0,16.949152542372882,17.36295021186441,1049.0
/fishery/eaf-net/eaftool/eaf_tool_51/en,1,494,494,494,0.0,0.0,2.0242914979757085,64.7931427125506,32776.0
/fi/website/css/EAFNETprint.css,4,5,4,7,1.0897247358851685,1.0,0.12051822838204278,0.061553743597469124,523.0
/fi/website/css/EAFNET_eaftool.css,2,4,4,5,0.5,1.0,0.8568980291345331,0.4401644173093402,526.0
/fi/website/css/EAFNET_head.css,4,4,4,5,0.4330127018922193,1.0,0.12068913496062517,0.06164103279727243,523.0
/firms/resource/10017/en,1,427,427,427,0.0,0.0,2.34192037470726,90.72654420374707,39670.0
/figis/qrcode/firms/fishery/360/en,1,61,61,61,0.0,0.0,16.393442622950822,16.937756147540984,1058.0
/figis/qrcode/firms/fishery/486/en,1,64,64,64,0.0,0.0,15.625,16.448974609375,1078.0
/figis/qrcode/fishery/psm/MCO_1/fr,1,75,75,75,0.0,0.0,13.333333333333334,13.697916666666668,1052.0
/figis/qrcode/fishery/species/3393/en,1,69,69,69,0.0,0.0,14.492753623188406,14.761662137681158,1043.0
/figis/qrcode/fishery/rfb/neafc/en,1,107,107,107,0.0,0.0,9.345794392523365,9.674357476635514,1060.0
/figis/qrcode/firms/resource/10169/en,1,54,54,54,0.0,0.0,18.51851851851852,18.86212384259259,1043.0
/figis/qrcode/fishery/facp/TLS/en,1,107,107,107,0.0,0.0,9.345794392523365,9.610470210280374,1053.0
/fishery/countrysector/naso_bahrain/ar,1,2202,2202,2202,0.0,0.0,0.45413260672116257,22.23830608537693,50144.0
/fi/website/css/FI_countrysector.css,4,4,4,4,0.0,1.0,2.0202020202020203,1.0411734532828283,527.75
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=412F413D8CE84D683818D993E20FA51F,1,8,8,8,0.0,0.0,125.0,192.2607421875,1575.0
/fishery/countrysector/naso_bahrain/en,1,407,407,407,0.0,0.0,2.457002457002457,106.67085764742015,44457.0
/figis/qrcode/firms/resource/13376/en,1,64,64,64,0.0,0.0,15.625,15.8843994140625,1041.0
/figis/qrcode/firms/resource/13430/en,1,62,62,62,0.0,0.0,16.129032258064516,16.648815524193548,1057.0
/firms/resource/16001/en,1,2101,2101,2101,0.0,0.0,0.47596382674916704,30.024764992860543,64596.0
