sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
HTTP Request,21,725,150,2258,485.91655918926153,0.0,1.3754257270107413,43.48363918817134,32373.428571428572
TOTAL,21,725,150,2258,485.91655918926153,0.0,1.3754257270107413,43.48363918817134,32373.428571428572
